"seq","origin_filename","source_id","filename","dataset_kind","provider","source_url","license","rights_url","sha256","origin_sha256","width","height","content_type","color_mode","quality_label","split","source_path"
"0063","digitaltmuseum_S-TEK_TEKA0114212_Glasnegativ,_mikrofotografi_med_medicinskt_motiv.webp","digitaltmuseum_S-TEK_TEKA0114212","0063.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114212","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","34293cd379288fc01702ec96c5e90b5f4b8226c7863b6a1b5f95241d59ff586b","325031a3f1dba55b324164a7180fc6edba6b9c572cadcd723a2d59ab4e7ca25f","1471","2048","other","RGB","existing_damage","train","images/0063.png"
"0064","digitaltmuseum_S-TEK_TEKA0114213_Glasnegativ,_mikrofotografi_med_medicinskt_motiv.webp","digitaltmuseum_S-TEK_TEKA0114213","0064.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114213","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","b8066c7fbcab7560a0ddcd48cddd9778064533b7d85946289d65aeb886459e29","de832d95ee63168123a91aa8eb7594a44db01fa9680bde7fb9f8ffce7c2b71bc","1501","2048","other","RGB","existing_damage","train","images/0064.png"
"0065","digitaltmuseum_S-TEK_TEKA0114254_Glasnegativ.webp","digitaltmuseum_S-TEK_TEKA0114254","0065.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114254","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","691f30400b2bb9b435074f9316a930cebfcb0d2f77785ca35ec2b7c565a929bf","621392a95b9e483db68a7c05d9109567207896934b37c96c0a3dacdcc05f4d02","1568","2048","other","RGB","existing_damage","train","images/0065.png"
"0066","digitaltmuseum_S-TEK_TEKA0114272_Glasnegativ,_porträtt_av_ung_flicka._Filmblock_och_framkallade_filmer_för__Amaco.webp","digitaltmuseum_S-TEK_TEKA0114272","0066.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114272","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","fa63403a7b3d1d69ea708fb7d140ff6c429abdd6c4868c093130ab25ac510e73","7f649189a6e6c420d30055bf3b02f0e219853cea56d031c152a96da7582112ee","1558","2048","single_portrait","RGB","existing_damage","train","images/0066.png"
"0067","digitaltmuseum_S-TEK_TEKA0114273_Glasnegativ,_porträtt_av_man,_orskarpt._Filmblock_och_framkallade_filmer_för__Am.webp","digitaltmuseum_S-TEK_TEKA0114273","0067.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114273","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","e095614f2dabe5d6526d00c4ce832b48b4682055a826150e5f37eb28b046dc3e","1bedb7c98911c2b9850505351f0f407813bace5f19352cbb60fb46c3e51ce8f8","1504","2048","single_portrait","RGB","existing_damage","train","images/0067.png"
"0068","digitaltmuseum_S-TEK_TEKA0114274_Glasnegativ,_porträtt_av_ung_kvinna._Filmblock_och_framkallade_filmer_för__Amaco.webp","digitaltmuseum_S-TEK_TEKA0114274","0068.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114274","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","353cdf4804f2547715ea5b4cef779119de3e8b6477ca45600d2daa8bac804eff","d428b71e049e8efa4ff82751716868356c55df40d1952619376765252ec441bc","1531","2048","single_portrait","RGB","existing_damage","train","images/0068.png"
"0069","digitaltmuseum_S-TEK_TEKA0114275_Glasnegativ,_porträtt_av_ung_pojke_i_sjömansskjorta._Filmblock_och_framkallade_f.webp","digitaltmuseum_S-TEK_TEKA0114275","0069.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114275","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","688d7fba503cec2e9d37318031a8cb3ef3fd927d3f3aa8e52ef9f545a162b093","3ce52fbe74940a1dd4af83b07a127916302ccf5bbe51062221742bc7c0905170","1518","2048","single_portrait","RGB","existing_damage","train","images/0069.png"
"0070","digitaltmuseum_S-TEK_TEKA0114625_Bild_tillhörande_samling_av_större_glasnegativ_med_motiv_främst_från_verkstadsmi.webp","digitaltmuseum_S-TEK_TEKA0114625","0070.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0114625","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","017e11458f875a3622116b830ef0c5491b1330b5709c67d4334b668a03d7618c","142556a55e7027b3ca1a90e5aa68182f62d473953d8d567d53f34f88097f21e3","2048","1642","indoor_scene","RGB","existing_damage","train","images/0070.png"
"0071","digitaltmuseum_S-TEK_TEKA0123982_Skioptikonbild._Okänd_skulptur.webp","digitaltmuseum_S-TEK_TEKA0123982","0071.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123982","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","2d746a24114f5c5a568d7a8644b77e4d2fa8eb3d27ae59d7ab1222da42f77c51","4f517b6bd1de6c4cbd12eae1ba37a3af85386f5247f524f64425fb4871123625","1662","2048","other","RGB","existing_damage","train","images/0071.png"
"0072","digitaltmuseum_S-TEK_TEKA0123985_Skioptikonbild._Trykt_bild._Kvinna_i_kök.webp","digitaltmuseum_S-TEK_TEKA0123985","0072.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123985","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","bc0ff4c771fb4aa0a44f509de56cbaebf0eed25775a10651068877dd09582136","98f00ddc76c7f242acec6cad83ef8a96abc294a4394d6cb7831fe21c1dd73138","2048","1754","indoor_scene","RGB","existing_damage","train","images/0072.png"
"0073","digitaltmuseum_S-TEK_TEKA0123986_Skioptikonbild._Religiöst_motiv.webp","digitaltmuseum_S-TEK_TEKA0123986","0073.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123986","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","da8b87666b26fea60c9d60b0526c6912ffcb7d008c54c279a2d775eea9aec3ef","1846ebc44699f8c458dc27808e3479412f9e06b5ea40016e0723858db3f2dfa7","2048","935","other","RGB","existing_damage","validation","images/0073.png"
"0074","digitaltmuseum_S-TEK_TEKA0123987_Skioptikonbild._Religiös_bild._Jesus_välsignar_brödet.webp","digitaltmuseum_S-TEK_TEKA0123987","0074.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123987","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","fa189ae7f820a942e905acb52a2ff1ddefd8d3e2f525d361517d50250981d056","366133a64992b239fe5c7e5350b2439527a43e9836b083524e4598c6fc852c5e","2048","921","other","RGB","existing_damage","train","images/0074.png"
"0075","digitaltmuseum_S-TEK_TEKA0123989_Skioptikonbild._Fotografi_av_konstverk._Religiös_bild._Nedtagning_från_korset.webp","digitaltmuseum_S-TEK_TEKA0123989","0075.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123989","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","98ddff1d88b819f73eac5931f1f545f6cf62a99020ecf5f651fa9e369fc2dc1c","a240f47c6f1b4035dc393239d8768e849b6ca184884cbc3d01e31cd14256d61f","1653","2048","other","RGB","existing_damage","train","images/0075.png"
"0076","digitaltmuseum_S-TEK_TEKA0123991_Skioptikonbild._Fotografi_av_konstverk._Religiös_bild.webp","digitaltmuseum_S-TEK_TEKA0123991","0076.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123991","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","5dde3b7c0f5b01172a0d5c7d6ed51b54fd9f0257dd6db4f8b445760ab81382a4","57e0a2ea32ec48dea583168f4dcdb899bf250a93a2a919d492f3908cb918bd69","2048","1486","other","RGB","existing_damage","validation","images/0076.png"
"0077","digitaltmuseum_S-TEK_TEKA0123997_Skioptikonbild_med_motiv_av_vedhuggande_män_på_landsbygden.webp","digitaltmuseum_S-TEK_TEKA0123997","0077.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123997","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","eb948caf07e35824c57ff57c0dfe79326e4a77a36f96c375ad497d98f2853542","d576b54360bc4a2d9cded2056973c4a038da9dac5f0b84391d4a4575eb29cf6a","2048","1765","outdoor_scene","RGB","existing_damage","train","images/0077.png"
"0078","digitaltmuseum_S-TEK_TEKA0123998_Skioptikonbild_med_motiv_av_het_underjordisk_källa,_möjligen_i_Yellowstone_Natio.webp","digitaltmuseum_S-TEK_TEKA0123998","0078.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0123998","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","8fda621b92f801e29867c8b22a50c7e094212a7db29dfa09252d37b26641c6e3","91e0f0bec87ef6f41ca596e96d66091a0e42071377131c70bd94d6b699faa155","2048","1888","outdoor_scene","RGB","existing_damage","train","images/0078.png"
"0079","digitaltmuseum_S-TEK_TEKA0227914_Fartyg_i_snölandskap.webp","digitaltmuseum_S-TEK_TEKA0227914","0079.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227914","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","9db1770c45f2e37ba5c5c6abcaa5faef9fdc58c1b12e6894d973d640e5968cd6","ea608cafe357860d0c292d5fd1aeb77a7aaa9d8d64fe87d0efba0d7b932fbd4e","2048","1452","outdoor_scene","RGB","existing_damage","train","images/0079.png"
"0080","digitaltmuseum_S-TEK_TEKA0227925_Vindhastighetsmätare.webp","digitaltmuseum_S-TEK_TEKA0227925","0080.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227925","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","5ce8e92658a40a87a5c36369c13927045f5cc077a95520189acc8c08d67eea34","d6bb7fea5b14dc1a2d5b9c656e1885a46163a0c79beffdb0f18107c196f5b29a","1977","2048","other","RGB","existing_damage","validation","images/0080.png"
"0081","digitaltmuseum_S-TEK_TEKA0227927_Mätsticka.webp","digitaltmuseum_S-TEK_TEKA0227927","0081.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227927","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","bf6be94fee9090f40945c7e3f604ad56b6a9ac88f961332769a890d43363b21c","193b807782467b1a95c39d81add978d6ed884b01fe77a1a21091ed2702877ca8","2048","1334","other","RGB","existing_damage","test","images/0081.png"
"0082","digitaltmuseum_S-TEK_TEKA0227935_Karta_över_Kjörevei.webp","digitaltmuseum_S-TEK_TEKA0227935","0082.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227935","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","16bd30574573a5b3440c3900adb95e3762ba8ed475d69fd5c65aba59546967c8","e55db9fd60a5e56da65fbd8a1ab55fef8c766a14ef180b480ba007c3999d2dbf","1588","2048","document","RGB","existing_damage","train","images/0082.png"
"0083","digitaltmuseum_S-TEK_TEKA0227941_Karta.webp","digitaltmuseum_S-TEK_TEKA0227941","0083.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227941","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","fb186ff7087a772a10e5d85aaf1e8baa422980c278bf4ab93a76cea27487aece","5e6b34f40144f6ac8941fc5484c7dfeac1041d22bb56de33e9c1214567e7ee06","1440","2048","document","RGB","existing_damage","test","images/0083.png"
"0084","digitaltmuseum_S-TEK_TEKA0227993_Karta_över_Japan.webp","digitaltmuseum_S-TEK_TEKA0227993","0084.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227993","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","a13d51df1b986825ca1a2cc610bdbc257f27c73be754540ed5755aeae4dbd43a","497d2042eed7131bacec9db8e2b1d43deaa16ff6ffac82274ef412055720dca7","1264","2048","document","RGB","existing_damage","train","images/0084.png"
"0085","digitaltmuseum_S-TEK_TEKA0227994_Karta_över_Nordamerika.webp","digitaltmuseum_S-TEK_TEKA0227994","0085.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0227994","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","10c45e786ceea3401aecac40aff42cc1ffde4e73e7372c00e69b0f70a29b74b9","565df8b804ad0914d4dcf2017eb742977615a3dc3a3332dc0c6bca935d0abd6b","2048","1352","document","RGB","existing_damage","train","images/0085.png"
"0086","digitaltmuseum_S-TEK_TEKA0228012_Vy_över_dalgång_och_berg.webp","digitaltmuseum_S-TEK_TEKA0228012","0086.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0228012","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","235befd5c57774ad151924f92108f9952d24c933bfe5ebec29117b50322c93b3","3b6196baf433746a6eaeee53508ae0858cbe96fe3e6249f5282893c22c047fae","2048","1752","outdoor_scene","RGB","existing_damage","train","images/0086.png"
"0087","digitaltmuseum_S-TEK_TEKA0228033_Grönlandsexpedition._Landskapsbild.webp","digitaltmuseum_S-TEK_TEKA0228033","0087.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-TEK/TEKA0228033","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","6acb74c4ad4651cb107e6d61ea3d0cbb68f05a7b1faf500e33f7bab87e40ceab","75596d990633ccc139d029cd4c77b9220cc3e5488ba768e888d8a0563418040a","2048","1466","outdoor_scene","RGB","existing_damage","test","images/0087.png"
"0088","digitaltmuseum_S-UM_ED02069_Kvinna_vid_bord_med_blommor,_Östhammar,_Uppland.webp","digitaltmuseum_S-UM_ED02069","0088.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED02069","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","3d5490b69a57b228522f6d67a45dba2e6fdac006f17c4696747f66752ba20c7b","298a36e0e4ee8cb2c423312496c3b5bd37b925d0e4129f0911de14bcd02b5672","2048","1457","indoor_scene","RGB","existing_damage","train","images/0088.png"
"0089","digitaltmuseum_S-UM_ED06026_Reprofotografi_-_Karl_Landberg_från_Norrskedika,_Uppland.webp","digitaltmuseum_S-UM_ED06026","0089.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED06026","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","de1a868ee71e5e32177dc5a38ba0ba17fd8d35f95133d1d6d25bdb2579b09db3","770f51687d39f344f281ad56c90abb7745f4f0575b34672d4c95ef42caa37499","1418","2048","single_portrait","RGB","existing_damage","train","images/0089.png"
"0090","digitaltmuseum_S-UM_ED06622_Josef_Edhlunds_vardagsrum,_Engelbrektsgatan,_Östhammar,_Uppland.webp","digitaltmuseum_S-UM_ED06622","0090.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED06622","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","c22fefd5db5c76c60b9956e26655a7759ae20ac42fb2cbc7a0f45118394f8741","17be76a09516239de3a3cdcf00d6bd43b6f88a94c2824e13c4a034d5874e1564","2048","1554","single_portrait","RGB","existing_damage","train","images/0090.png"
"0091","digitaltmuseum_S-UM_ED07321_Kärleksallén,_Östhammar_Uppland.webp","digitaltmuseum_S-UM_ED07321","0091.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED07321","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","3c9046b70928e4d58b8a321e52195dbafc6e0750ab4b16f177b7b90bcda0884f","32c2c65677bb222a450a324b1548ab22c1baa1688f6527defd270573625b7043","2048","1565","outdoor_scene","RGB","existing_damage","test","images/0091.png"
"0092","digitaltmuseum_S-UM_ED08702_Bostadshus,_Östhammar,_Uppland.webp","digitaltmuseum_S-UM_ED08702","0092.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED08702","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","180c1e1e675165992715410cbcba59d838539199f24b80a9907fb5dea5739f6d","11aa815766987ad3ef988d7933ae00ec5ad8ba4d67f20702640214fc5632560f","2048","1553","architecture","RGB","existing_damage","train","images/0092.png"
"0093","digitaltmuseum_S-UM_ED20753_Reprofotografi_-_ung_man,_Östhammar,_Uppland.webp","digitaltmuseum_S-UM_ED20753","0093.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED20753","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","7afd3d36a925c3a4a322c352567453e5dc77948d42cec3daa7643aa8b8d7d1a5","f47ab3d789d59a2914311fd416e523a15a49631ebc80a66d210d2c4e0238a94d","2048","1372","single_portrait","RGB","existing_damage","validation","images/0093.png"
"0094","digitaltmuseum_S-UM_ED20760_Reprofotografi_-_kvinna,_Östhammar,_Uppland.webp","digitaltmuseum_S-UM_ED20760","0094.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED20760","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","4449975df7a6202c384db6cba6e8e26b49512f4081afccd824c7d8b1486ad641","d1f8738a46c7fe969cbc9d09e77a04b34b4ce9e81f19bddd301afb6d31ab0d99","2048","1574","single_portrait","RGB","existing_damage","train","images/0094.png"
"0095","digitaltmuseum_S-UM_ED20789_Josef_Edhlund,_Östhammar,_Uppland.webp","digitaltmuseum_S-UM_ED20789","0095.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/ED20789","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","4bd4382c86bf09158fc6fa53d6f9b7029878d2f0cc0a7a20ffaf65041d9030e1","443ebf082b2198030c68c190923cb90eb14f35dde6d9d030a53e046c7d616725","1504","2048","single_portrait","RGB","existing_damage","train","images/0095.png"
"0096","digitaltmuseum_S-UM_UP6457_Shell,_Uppsala_1948.webp","digitaltmuseum_S-UM_UP6457","0096.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/UP6457","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","45959217cb582bf7a42550a9c8c4349de3fe2d3fba6a0b36cb1cfe328d2d4fe1","0d32de2272e49d441102bdad07e4e91ebf4bf7bc35a5ab69b7fb8ee80adc8594","2048","1510","outdoor_scene","RGB","existing_damage","train","images/0096.png"
"0097","digitaltmuseum_S-UM_UP6489_Man_i_hemmiljö_omgiven_av_blommor,_Uppland_1950.webp","digitaltmuseum_S-UM_UP6489","0097.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UM/UP6489","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","b09960321a9a29d7a0a7c738d7f441324bbeabea915670c292939461239c414a","922dfe77932b119cdfe42b3e5cb20a05052ae116803f16ca477d5a2412535303","2048","1531","indoor_scene","RGB","existing_damage","train","images/0097.png"
"0098","digitaltmuseum_S-UVLM_Vlm-A_3571_Flyttning_av_runsten,_Isby,_Simtuna.webp","digitaltmuseum_S-UVLM_Vlm-A 3571","0098.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-A 3571","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","ad433eaea46c46682af292fcd3f497ef526bdbf2c79ea7e59f7a1921abd1f3ff","48d3e6c3afc36950ab0b752713532fde69be5e1765524c8d95e77e530f1086b5","2048","1391","outdoor_scene","RGB","existing_damage","train","images/0098.png"
"0099","digitaltmuseum_S-UVLM_Vlm-A_3579_Guldkalk,_Västerås_Domkyrka.webp","digitaltmuseum_S-UVLM_Vlm-A 3579","0099.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-A 3579","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","44cd579df5169c5c39782f1fdc59c5f644b2c483e1fea7570208fdee6f8fa593","8d687b0a371312a65611d89d2f8d6851696e86efb7121ea6d01752c0ddddab35","1508","2048","other","RGB","existing_damage","train","images/0099.png"
"0100","digitaltmuseum_S-UVLM_Vlm-A_3580_Guldkalk,_Västerås_Domkyrka.webp","digitaltmuseum_S-UVLM_Vlm-A 3580","0100.png","real_damaged","DigitaltMuseum","https://digitaltmuseum.org/S-UVLM/Vlm-A 3580","Public Domain","https://creativecommons.org/publicdomain/mark/1.0/","510f46dcc0b13181e312719995ce3eb3ebbb86bece76608907868fe67899fb75","d915384015bbe2dbeadf9736ac199ac3a234ef3be4566b4679b6390709e3e28b","1498","2048","other","RGB","existing_damage","train","images/0100.png"
